day_of_outbreak,date,reported_incidence,incidence_mean,incidence_lower,incidence_upper,reproduction_number_mean,reproduction_number_lower,reproduction_number_upper,suitability_mean,suitability_lower,suitability_upper,rep_no_factor_mean,rep_no_factor_lower,rep_no_factor_upper,additional_case_prob
101,2017-10-05,2.0,2.63371875,2.0,5.0,0.2545483235189505,0.12699989578775622,0.4449616939605464,0.24666887986118968,0.16696524197070708,0.32932011252859217,1.0561717409559785,0.5030353177957092,1.9546168580087797,0.9990829957667207
102,2017-10-06,1.0,1.51953125,1.0,3.0,0.2435793670036777,0.11867790013726064,0.4310648307935772,0.22623114903155972,0.14748561293285864,0.3081428976524363,1.1056717168388286,0.5137084001351043,2.0862080713415945,0.9980924482450555
103,2017-10-07,0.0,0.4690625,0.0,2.0,0.23075331842053257,0.10790081200761856,0.4199271353671548,0.2071546833969143,0.12955705608656448,0.28846532249668566,1.1477191503163933,0.5139704990423957,2.222258675499033,0.9960975735510282
104,2017-10-08,1.0,1.39034375,1.0,3.0,0.22376225354438087,0.10069748547147821,0.41332420378454304,0.19002651942035162,0.11355174807454049,0.27040869984663757,1.2178628353630119,0.5272707611144836,2.39081748061199,0.992130844555167
105,2017-10-09,0.0,0.36040625,0.0,2.0,0.2131534000620067,0.09246230240709667,0.40110236671023836,0.17403495025548443,0.09841899155262358,0.2549649765567731,1.2722520395204135,0.5355503318600161,2.5435556832394606,0.9868507347586187
106,2017-10-10,1.0,1.299375,1.0,3.0,0.2077345595792016,0.08712121284672841,0.3994485832873626,0.1602243770894409,0.08666466164124854,0.24028324420378844,1.3520408063289342,0.5510490600028439,2.779049350101896,0.9775414913569559
107,2017-10-11,0.0,0.2656875,0.0,2.0,0.19851525425605843,0.08005648121813363,0.3920198568016225,0.14758603546036156,0.07565645672447686,0.22695756829169933,1.4091959932779918,0.5587373011185632,2.958320569770607,0.9675088149883527
108,2017-10-12,0.0,0.2383125,0.0,2.0,0.1936200365753628,0.07465346324268625,0.3893278198168868,0.13674593876149924,0.06606203709046454,0.2154266868563105,1.4899132497885985,0.571313302988779,3.1848229897484117,0.9508434944955941
109,2017-10-13,0.0,0.21775,0.0,1.0,0.19192519304037442,0.07131461522441959,0.39251326594293495,0.1275442020957158,0.05848244583452582,0.20500980908010266,1.5901758311517071,0.5942410982842777,3.437543435137392,0.9289443750648448
110,2017-10-14,1.0,1.1956875,1.0,2.0,0.19339655969651026,0.06941134302817815,0.40321339279953844,0.11982068496113027,0.0533053347055631,0.19574684886832974,1.711623425560734,0.6180229562527499,3.7791128873616318,0.9007316657571387
111,2017-10-15,1.0,1.2021875,1.0,2.0,0.19072054717769854,0.06486908000345491,0.40705271538424953,0.1125891227585678,0.04767904022709166,0.1877450637171132,1.8013389276299903,0.6306442776573228,4.036518253649487,0.8799334725334217
112,2017-10-16,0.0,0.1675,0.0,1.0,0.1825456796113236,0.057712540912195937,0.4015247782116369,0.10553910982762499,0.04057044587172323,0.18058329589185984,1.8460184563349527,0.6289142538545532,4.190981863228327,0.8599566242527172
113,2017-10-17,0.0,0.1525,0.0,1.0,0.17715958176100938,0.05318983781557649,0.40105345667807796,0.09969832203132069,0.03545869454210279,0.17471940666031904,1.9032407350936633,0.630693897061922,4.363543276688852,0.82284860494544
114,2017-10-18,0.0,0.13275,0.0,1.0,0.17460874835679518,0.048658966929717724,0.40181657561238654,0.0950380109295066,0.031656417551017134,0.16958670306727178,1.9720134419371538,0.6367265142923186,4.600791534616902,0.7828611129418964
115,2017-10-19,1.0,1.12584375,1.0,2.0,0.17467138883106925,0.04638169950611142,0.410404181744236,0.09155107603955995,0.029738729628057067,0.1650726320143718,2.052883441755071,0.6444168712184881,4.900201637763483,0.7400355998736377
116,2017-10-20,0.0,0.1076875,0.0,1.0,0.1679647853062824,0.039894817126002804,0.4041667093153732,0.0872236324626444,0.024428868430905516,0.1611412541070632,2.0814475536127652,0.6385122321133645,5.097072720029505,0.7317299846493299
117,2017-10-21,0.0,0.09278125,0.0,1.0,0.1629704340804928,0.034494494416584004,0.403845666695468,0.08372020115841186,0.020140134422431694,0.15763842361130462,2.109589719336097,0.6245941083434966,5.17457395501839,0.6925769314879053
118,2017-10-22,0.0,0.07928125,0.0,1.0,0.15991841329455372,0.029519200265992983,0.40543659006978394,0.0809774781661847,0.017396659896675607,0.15480453181146928,2.1426592693234734,0.6229046487284174,5.3348197425456245,0.6538429769077999
119,2017-10-23,0.0,0.07409375,0.0,1.0,0.1589680327552569,0.027335846300823606,0.40796258317154166,0.07896584292524625,0.015767249156798637,0.15190452791663375,2.187614750152954,0.6192706564860664,5.47763630609904,0.6152499001359426
120,2017-10-24,0.0,0.0648125,0.0,1.0,0.15934149860378397,0.025888004074512843,0.4156200090038963,0.07755813430065966,0.014387027244226854,0.14990226693083303,2.2345568167632157,0.6178531664558279,5.657075601161873,0.5766798230096413
121,2017-10-25,0.0,0.0626875,0.0,1.0,0.16092375661672395,0.025327616919494176,0.42352203059551446,0.0765562235837044,0.014278423235122201,0.14887545299771374,2.2843650258804753,0.6223277408959945,5.874503867916012,0.5374864032891853
122,2017-10-26,0.0,0.05684375,0.0,1.0,0.16507020066999958,0.02633691519165778,0.44110511326435625,0.07609832093558967,0.014437810601576898,0.14813118128410857,2.351193781842775,0.6255820921705899,6.116163696274016,0.4978528945447181
123,2017-10-27,0.0,0.05140625,0.0,1.0,0.17022780711025942,0.02822712503697108,0.45824103786899967,0.07598585610538201,0.016165293912637248,0.1476046968651406,2.420493356687299,0.6233446475010372,6.303636996066987,0.4567808510621428
124,2017-10-28,0.0,0.0446875,0.0,1.0,0.17725970298285854,0.03111556144403666,0.4831489237835658,0.0763661965132371,0.018672759207805797,0.14732369380676097,2.499165896528235,0.6319354597423498,6.583237636861346,0.41439267572462996
125,2017-10-29,1.0,1.03846875,1.0,2.0,0.18586342550439575,0.035129283754757094,0.5118570639532429,0.07713000049978715,0.021219670436582776,0.14724373382707737,2.582822428258607,0.6450120080268865,6.8788321931762715,0.37044226585212053
126,2017-10-30,0.0,0.03328125,0.0,1.0,0.1839508310150341,0.031434453078139246,0.5165191248022045,0.07605859291857049,0.01885928218415024,0.14743904394162616,2.590207925898022,0.6353498399274582,7.042238743700885,0.4013232587836172
127,2017-10-31,0.0,0.02665625,0.0,1.0,0.1825689440111319,0.02925305443058414,0.5219639828349072,0.07521667626205444,0.017238033764623552,0.14719415252702972,2.5968573492423377,0.6257351377962818,7.071270542302008,0.3643417476590824
128,2017-11-01,0.0,0.0239375,0.0,0.0,0.18249424216374574,0.026986122503034515,0.5284919531803166,0.07470017432489783,0.016277855567052208,0.14714542988264429,2.6105586194819153,0.6161119022761264,7.191644785349715,0.3300527176648047
129,2017-11-02,0.0,0.022125,0.0,0.0,0.18247089518994608,0.0258360188606085,0.5345631928172307,0.07422076230807712,0.01604886804981601,0.14638532631356108,2.6232552145773798,0.6050035659872454,7.315995335775127,0.29882297919901984
130,2017-11-03,0.0,0.0195,0.0,0.0,0.1832312078466946,0.025290733647001698,0.5431874620289328,0.07391606614165307,0.01574810380805258,0.14609853283528196,2.6431273211683575,0.6044151983597391,7.385037119292058,0.2705713639249067
131,2017-11-04,0.0,0.015125,0.0,0.0,0.18436963768674738,0.026071108370737627,0.5509701309046381,0.07358958456710138,0.01648360053241321,0.14569980389366585,2.6668024263131085,0.6004608343969683,7.463203938238487,0.24431362969673892
132,2017-11-05,1.0,1.0146875,1.0,1.0,0.1868923520604716,0.027482230009421762,0.5663635806444611,0.07360642955646887,0.018045884930705997,0.1460255422217243,2.6941529339556194,0.5878971800571934,7.609203953314716,0.21901327753427965
133,2017-11-06,0.0,0.01415625,0.0,0.0,0.1771102912558166,0.019574463242277282,0.5484092336937506,0.07136549232306663,0.012402874836393928,0.14525293420136262,2.639211365257235,0.57582512829956,7.5854593018418,0.2650593876023297
134,2017-11-07,0.0,0.01134375,0.0,0.0,0.1675859873309171,0.012486840703656582,0.5325208395670135,0.06917226982249454,0.006920836351600417,0.14439665391233578,2.5834819258437594,0.5599698273375663,7.488777543517508,0.24397407134764307
135,2017-11-08,0.0,0.0093125,0.0,0.0,0.159265996524749,0.004725653473765781,0.525280475952887,0.06718954277570628,0.002522872946553753,0.1433177010806504,2.5322850443831033,0.5399160439686538,7.426780819507504,0.22395253958801686
136,2017-11-09,0.0,0.00796875,0.0,0.0,0.15207319542520611,0.0002665088637920741,0.5107081406296676,0.06523742397090344,0.00010399251230477184,0.14216650805177608,2.490783301197268,0.5212252229731289,7.290983710650817,0.20496317204278477
137,2017-11-10,0.0,0.00759375,0.0,0.0,0.14499496978213647,4.4460850894645325e-06,0.500183193678553,0.06341365799926381,2.052288060850056e-06,0.14120157050372703,2.4481054596610203,0.49679406270762133,7.2651570441552265,0.18692584435924653
138,2017-11-11,0.0,0.0064375,0.0,0.0,0.1388899288357067,2.9985623328731287e-07,0.4865256438872194,0.06181697041993884,1.2128808860517258e-07,0.14024935737722175,2.40892529526413,0.4836415198860397,7.262525114888316,0.16969313046564774
139,2017-11-12,0.0,0.00871875,0.0,0.0,0.13302603005157984,5.2551560671817616e-08,0.47332702975517965,0.06028156211983902,1.1834318869614383e-08,0.1394202605305833,2.3715495960677133,0.46616626553099627,7.12581015548626,0.15277987436491686
140,2017-11-13,0.0,0.00721875,0.0,0.0,0.12756432922359026,3.5728557183513125e-08,0.45958928079478284,0.05877916503017708,1.012601471031591e-08,0.1390604711468846,2.3364642805243783,0.45673136203932246,7.105685889357153,0.13627068919541674
141,2017-11-14,0.0,0.0089375,0.0,0.0,0.12258665461101924,2.7215859912258334e-08,0.45017623992831607,0.05737582014733263,1.0005517170367699e-08,0.13734278881333986,2.2988024490809305,0.4406683137916751,7.07195785972416,0.1197840978074262
142,2017-11-15,0.0,0.00665625,0.0,0.0,0.11796968399629566,2.2740348716005453e-08,0.4389669088569838,0.05607012883645911,1.0000297935545982e-08,0.13726593956517932,2.263430500284061,0.4289245029251151,6.939464592470958,0.10385316906148663
143,2017-11-16,0.0,0.006125,0.0,0.0,0.11423660012781249,1.9918088505267202e-08,0.4354929868688035,0.05486659114478314,1.0000021688180448e-08,0.1372533374811345,2.2384122769181154,0.42485743913421475,6.953158006692995,0.08839823247838302
144,2017-11-17,0.0,0.0081875,0.0,0.0,0.1107026589790122,1.7880664650219897e-08,0.42563392574192876,0.05369544956869797,1.0000001147128351e-08,0.13583944671613088,2.216915679184847,0.4117903602122377,6.905509454710072,0.07399699575484883
145,2017-11-18,0.0,0.00465625,0.0,0.0,0.10706874237577653,1.5957238351324006e-08,0.4223544783742255,0.05245693633956781,1.0000000229370532e-08,0.13468863231273423,2.1941916666718133,0.4053567464625447,6.945248237311808,0.06119981315514669
146,2017-11-19,0.0,0.00596875,0.0,0.0,0.10433652756501129,1.4167319005932936e-08,0.4251915789590227,0.05144563121162926,1.0000000024198577e-08,0.13393083690368468,2.1726227330066283,0.39175939169668167,6.997247465184835,0.049745997374818246
147,2017-11-20,0.0,0.00634375,0.0,0.0,0.10075107358316314,1.3291059371228417e-08,0.4165477724590133,0.050330895614504156,1.0000000007194925e-08,0.13342062439935778,2.146671213502953,0.38742658800809393,6.834323100310042,0.04024069174822122
148,2017-11-21,0.0,0.00409375,0.0,0.0,0.0979324706928403,1.2125517784987037e-08,0.4122432446606421,0.0493235520040422,1.0000000003930688e-08,0.13232502666938753,2.121992160332471,0.38243359695323753,6.761619930856744,0.032473301709954015
149,2017-11-22,0.0,0.0005625,0.0,0.0,0.09484744361995294,1.1834668819401674e-08,0.40464492387770923,0.04834913483396237,1.0000000003443282e-08,0.13178594504951088,2.096138261128141,0.3711888252403924,6.703055777949053,0.026126124755677785
150,2017-11-23,0.0,0.00165625,0.0,0.0,0.09253890528061129,1.0981937192710076e-08,0.39670065918590663,0.04749336169377841,1.0000000002612706e-08,0.1315149589541867,2.0752289075063386,0.36926401219105975,6.630860963476772,0.020757394911535786
151,2017-11-24,0.0,0.0011875,0.0,0.0,0.0903073787035042,1.0298566317993272e-08,0.38721016807654596,0.0466032753797577,1.0000000001897812e-08,0.13070036408082958,2.057885791489829,0.36027139189821916,6.65352509465797,0.016622890973286068
152,2017-11-25,0.0,0.00134375,0.0,0.0,0.08820945594233377,9.865913865481794e-09,0.39153911377237344,0.04573708484610411,1.0000000001671252e-08,0.12998146093129612,2.0379679484198263,0.3546209476159653,6.557570388450023,0.013347405697512497
153,2017-11-26,0.0,0.00078125,0.0,0.0,0.08617600385633123,9.428709038001832e-09,0.38938736101316146,0.04492433551554867,1.0000000001479097e-08,0.12977834038124242,2.021413888322841,0.3443721459059476,6.559898011591548,0.010842451059041986
154,2017-11-27,0.0,0.00078125,0.0,0.0,0.0842204687261089,8.984844584287023e-09,0.38618047284315216,0.044165450106923757,1.0000000001229963e-08,0.1291692599371415,2.0028193574834248,0.33954694736674523,6.498193244691626,0.008801009110154386
155,2017-11-28,0.0,0.00021875,0.0,0.0,0.08229028910590484,8.562072717596912e-09,0.38254029510084303,0.043459535741334133,1.0000000000856044e-08,0.12877995656181465,1.9870341181753584,0.3356833751019816,6.4763118906044905,0.007212821217796997
156,2017-11-29,0.0,0.00103125,0.0,0.0,0.08042815335645102,8.165478388524983e-09,0.37478848285323524,0.04275853255329844,1.000000000063679e-08,0.12766912015100806,1.971464030420272,0.3303140691752916,6.427808825275112,0.005868801536040614
157,2017-11-30,0.0,0.00021875,0.0,0.0,0.07859040920120396,7.785226370922356e-09,0.3699939563764377,0.04204544282154363,1.0000000000333696e-08,0.12708202685478182,1.9575482092565757,0.3246420152532721,6.382985195082872,0.004890827245352662
158,2017-12-01,0.0,0.0004375,0.0,0.0,0.07664785257039937,7.555460102931103e-09,0.3665658382607419,0.04133965914684059,1.0000000000393728e-08,0.12658526499181758,1.939537793028879,0.3213836317375955,6.313013317667285,0.003997371906350308
159,2017-12-02,0.0,0.00015625,0.0,0.0,0.07499015461837788,7.2236731925169e-09,0.3619990528368111,0.04063519089962048,1.0000000000067804e-08,0.12578402688250773,1.9259391886158777,0.3149979591559666,6.272553464935866,0.0032851355821301893
160,2017-12-03,0.0,0.0,0.0,0.0,0.07335077156445571,7.093384806398561e-09,0.35737176853336966,0.039979713289391,9.999999999797328e-09,0.12502857345011625,1.907385781680157,0.30744771774793056,6.332602194882284,0.002680052850468012
161,2017-12-04,0.0,0.00065625,0.0,0.0,0.07208426708902718,6.894348473265678e-09,0.35586350621540536,0.03940425637773571,9.99999999968671e-09,0.12444395700584628,1.8964732376741624,0.3036744779991188,6.270091345683275,0.0021769607111210465
162,2017-12-05,0.0,0.00015625,0.0,0.0,0.07050039519476284,6.66234350778002e-09,0.34666810833753775,0.03887305808504527,9.999999999617725e-09,0.1233226752853528,1.8828664945807192,0.3005762418959417,6.227330906300266,0.0018257259056715096
163,2017-12-06,0.0,0.00021875,0.0,0.0,0.06909532452144469,6.324948657319737e-09,0.3490856687601907,0.03827831951237995,9.999999999462511e-09,0.1225178214195154,1.873082079443152,0.29917382523075564,6.304969863203297,0.001488739393281514
164,2017-12-07,0.0,0.0,0.0,0.0,0.06782066105398285,6.147437135800625e-09,0.34978548761115935,0.03776569412152904,9.999999999483265e-09,0.12250830541242456,1.85890827302742,0.2955027212763113,6.325453280703565,0.0012153672915633388
165,2017-12-08,0.0,0.0,0.0,0.0,0.06651672724766892,5.953703138704248e-09,0.3430389696844111,0.037232169312023174,9.999999999227754e-09,0.12224521790100162,1.8464457857634597,0.29403962339544776,6.260481829406749,0.000978693913622818
166,2017-12-09,0.0,9.375e-05,0.0,0.0,0.06535207541095046,5.859126416497568e-09,0.339375098828677,0.036759351335478585,9.999999999321528e-09,0.12137559939781375,1.8372638749299322,0.2906083835726789,6.220667244792103,0.0007835929477472704
167,2017-12-10,0.0,0.0,0.0,0.0,0.06401519356521926,5.679813919817254e-09,0.33698442761506275,0.03626931912785328,9.999999999044747e-09,0.12110246964342497,1.8269059682104607,0.2855109593041574,6.208937234062765,0.0006418765804807391
168,2017-12-11,0.0,9.375e-05,0.0,0.0,0.06274273683091679,5.557304372763199e-09,0.32910458650008806,0.03574380190140698,9.999999999061653e-09,0.12087560573249627,1.8158446305226557,0.28484279149755637,6.187868412876004,0.0005109990137848985
169,2017-12-12,0.0,0.0,0.0,0.0,0.06167189142075604,5.484522108616217e-09,0.3256149678769746,0.03530392949915843,9.999999998945229e-09,0.11972389126296419,1.803184769336966,0.28251899538468117,6.1830054014276365,0.000419286634283191
170,2017-12-13,0.0,0.0,0.0,0.0,0.060548500731265484,5.312399785620623e-09,0.32280188970952517,0.03481729493940419,9.999999999021429e-09,0.11891645353869612,1.7908385681692318,0.2787441603120128,6.185748277302445,0.00033389772029724074
171,2017-12-14,0.0,0.0,0.0,0.0,0.05935964080721497,5.252847697283465e-09,0.3184927947424271,0.034338881870907986,9.999999998932952e-09,0.11907177068705675,1.7811366639631723,0.271040012906429,6.105390559336611,0.00026409607452208654
172,2017-12-15,0.0,0.00021875,0.0,0.0,0.05832585574820468,5.110422053370922e-09,0.3201335183742576,0.033913853914509164,9.999999998747066e-09,0.11882113373440076,1.771395641745256,0.26923535020929074,6.112097691516798,0.00020769411536433491
173,2017-12-16,0.0,0.0,0.0,0.0,0.057390524265884944,4.9938632217131215e-09,0.31911958303533083,0.033462472509416925,9.999999998749158e-09,0.11876320496071646,1.7646047905345976,0.2699213983375908,6.140687552067182,0.00018432469183173175
174,2017-12-17,0.0,0.0,0.0,0.0,0.05668741237538665,4.949738281012094e-09,0.31495633105344917,0.033179264598402106,9.999999998663106e-09,0.1187736550569901,1.7564293504610484,0.268586327930169,6.21465468309859,0.00014929622697794392
175,2017-12-18,0.0,0.0,0.0,0.0,0.05597890388634193,4.8085732391631125e-09,0.31328697952566603,0.032759276177935705,9.999999998614486e-09,0.11864196329590157,1.7512170572312487,0.2644274830772892,6.107711867007545,0.00012124112359576185
176,2017-12-19,0.0,0.0,0.0,0.0,0.05531895017432603,4.904444984244664e-09,0.3119153039748314,0.03233803995629561,9.999999998609725e-09,0.11748764516725657,1.7435049911837655,0.2658794874008768,6.0721596009499965,9.910391864146448e-05
177,2017-12-20,0.0,0.0,0.0,0.0,0.05447394941990554,4.710174258925476e-09,0.30649470522714845,0.03206338677458742,9.999999998642819e-09,0.11721055495888513,1.732929275155574,0.26434630564499895,6.033948061084659,8.098966986061657e-05
178,2017-12-21,0.0,0.0,0.0,0.0,0.05364046334781082,4.576318585565383e-09,0.30243549344247495,0.03172599089136821,9.99999999854474e-09,0.11674939580437611,1.7243115524764954,0.25970950914955615,6.059484847157202,6.629933289765048e-05
179,2017-12-22,0.0,0.0,0.0,0.0,0.05280393317491481,4.4952175637475455e-09,0.29947526536185454,0.031412488111226454,9.999999998523724e-09,0.11604421024638059,1.7175384515219092,0.259389379540563,6.01032889331622,5.387154710346317e-05
180,2017-12-23,0.0,0.0,0.0,0.0,0.05214912527229099,4.509137086458962e-09,0.3005221811106717,0.031105245359490198,9.999999998374915e-09,0.11557361403267806,1.7083740383909225,0.2587910856705715,5.998877609694264,4.329873612307986e-05
181,2017-12-24,0.0,0.0,0.0,0.0,0.05105030240179875,4.48735419428743e-09,0.29513388791323986,0.03076506004300861,9.999999998468192e-09,0.11505562989206468,1.6982602404902827,0.2542839890666354,5.9647590770077095,3.407944551841291e-05
182,2017-12-25,0.0,0.0,0.0,0.0,0.05002193517881574,4.35942432315506e-09,0.2877071722323864,0.030375017876236993,9.999999998395204e-09,0.11489300954180558,1.6887994247691844,0.25482008183097676,5.8997334596496245,2.586445679926931e-05
183,2017-12-26,0.0,0.0,0.0,0.0,0.04960127962696621,4.253449693350524e-09,0.28646290921668577,0.03014774157464744,9.999999998362255e-09,0.1153044989007396,1.6838668665997294,0.2542175131910391,5.9749120247455325,1.8609139891730016e-05
184,2017-12-27,0.0,0.0,0.0,0.0,0.04866761334359592,4.257552738552537e-09,0.28333203773517307,0.029844390284666043,9.99999999829722e-09,0.11430520264793351,1.676103303024916,0.2504045679056786,5.976154523769151,1.2854639294432153e-05
185,2017-12-28,0.0,0.0,0.0,0.0,0.04806029861323964,4.246195946218675e-09,0.2803293516968336,0.029594674341872376,9.999999998320092e-09,0.11352946282320546,1.6701401352850735,0.2460798382231548,5.974409855686317,9.031407248228332e-06
186,2017-12-29,0.0,0.0,0.0,0.0,0.047525687977579945,4.136093253482408e-09,0.2793654926598225,0.02930697875623314,9.999999998280662e-09,0.11389121760250062,1.6659356559693739,0.2406738455614211,5.950289638835041,6.715227562081909e-06
187,2017-12-30,0.0,0.0,0.0,0.0,0.046881121899131344,4.057884768866713e-09,0.2741789245589588,0.029033274813667992,9.999999998251936e-09,0.11368086778431535,1.6555272994400239,0.242077497978173,5.852486339750271,5.000793977403228e-06
188,2017-12-31,0.0,0.0,0.0,0.0,0.04638041990011472,4.082535569523677e-09,0.268948296600119,0.028802154649775542,9.999999998254015e-09,0.11272534718875084,1.6467627251512778,0.2418254382933404,5.786075962192869,3.545567719294037e-06
189,2018-01-01,0.0,0.0,0.0,0.0,0.04596283390885771,4.009294234656087e-09,0.27031989947109214,0.028585331614360453,9.999999998270748e-09,0.11353582579556626,1.640792298088108,0.24277191561808562,5.7982260216069035,2.574424561951713e-06
190,2018-01-02,0.0,0.0,0.0,0.0,0.04551789590289246,3.933914053834194e-09,0.26640245739639434,0.02839118029514917,9.999999998168636e-09,0.11319342098727485,1.6332127136833563,0.2396301595843633,5.743749308268082,1.815579186468467e-06
191,2018-01-03,0.0,0.0,0.0,0.0,0.04478310430222993,3.866153800845238e-09,0.2655326964298512,0.028142930655808193,9.999999998176123e-09,0.11270256528047061,1.626935727227699,0.23897516926253823,5.752092085119311,1.2872820771552273e-06
192,2018-01-04,0.0,0.0,0.0,0.0,0.044278252531158746,3.800411689783091e-09,0.26372750135952094,0.027873821997859573,9.999999998242796e-09,0.11175133179314353,1.620413818726525,0.23920779833262512,5.690132217020027,9.280622854880155e-07
193,2018-01-05,,,,,0.04351084731402168,3.836024859283527e-09,0.2600906920306594,0.02759088972071744,9.999999998150778e-09,0.1105123607919692,1.6116390863482462,0.239627957784206,5.708423592281636,6.293856187956949e-07
